container_id,shipment_id,fruit_type,origin,destination,temperature,humidity,vibration,battery_level,door_status,container_status,latitude,longitude,timestamp
C082,S00112,Pineapple,Hyderabad,Kolkata,4.42,70.55,1.57,100,Closed,In Transit,17.428817,78.532498,2026-07-05 23:20:55
C069,S00524,Orange,Pune,Chennai,2.02,79.53,0.54,86,Closed,In Transit,18.480566,73.826761,2026-07-09 03:20:55
C086,S00661,Orange,Mumbai,Ahmedabad,5.63,79.77,3.78,83,Closed,Unloading,19.104255,72.86843,2026-07-06 14:53:55
C045,S00043,Pineapple,Kolkata,Mumbai,6.77,82.39,0.88,87,Closed,In Transit,22.622362,88.381928,2026-07-06 17:22:55
C087,S00263,Mango,Chennai,Bangalore,4.93,92.47,1.73,83,Closed,In Transit,13.110386,80.235644,2026-07-05 13:08:55
C040,S00228,Banana,Hyderabad,Kolkata,2.9,74.84,1.95,100,Closed,Delivered,17.429202,78.506319,2026-07-05 13:48:55
C051,S00679,Grapes,Hyderabad,Kolkata,6.24,77.36,3.9,83,Closed,Loading,17.41712,78.438277,2026-07-05 08:43:55
C067,S00888,Mango,Pune,Delhi,6.74,82.98,3.95,88,Closed,Unloading,18.471543,73.871463,2026-07-07 07:34:55
C086,S00205,Banana,Pune,Hyderabad,4.21,91.18,2.44,86,Closed,In Transit,18.507503,73.825729,2026-07-06 12:45:55
C032,S00284,Grapes,Kolkata,Delhi,6.3,75.47,3.3,79,Closed,Delivered,22.541266,88.391662,2026-07-06 22:21:55
C090,S00199,Kiwi,Bangalore,Kolkata,5.42,87.59,1.53,95,Closed,Delivered,12.984888,77.571177,2026-07-05 13:06:55
C003,S00039,Strawberry,Mumbai,Pune,6.72,77.6,1.4,92,Closed,Loading,19.031202,72.830864,2026-07-08 06:54:55
C027,S00934,Kiwi,Hyderabad,Chennai,2.3,89.71,0.96,80,Closed,Loading,17.424862,78.454723,2026-07-05 22:32:55
C060,S00916,Apple,Delhi,Kolkata,6.84,90.81,3.81,82,Closed,In Transit,28.654708,77.240823,2026-07-08 20:18:55
C099,S00406,Kiwi,Chennai,Ahmedabad,2.67,75.83,4.06,71,Closed,In Transit,13.088439,80.275998,2026-07-07 03:19:55
C048,S00349,Banana,Bangalore,Kolkata,5.52,81.0,1.35,72,Closed,In Transit,12.991772,77.548587,2026-07-06 08:52:55
C005,S00902,Strawberry,Kolkata,Hyderabad,2.03,85.2,4.44,80,Closed,In Transit,22.554489,88.380699,2026-07-09 22:42:55
C028,S00268,Grapes,Kolkata,Mumbai,5.36,72.11,1.87,98,Open,In Transit,22.579254,88.357267,2026-07-09 13:48:55
C084,S00801,Mango,Bangalore,Hyderabad,7.58,82.04,3.07,78,Closed,In Transit,12.969788,77.601581,2026-07-10 22:15:55
C081,S00215,Pineapple,Kolkata,Chennai,3.17,82.46,1.96,72,Closed,Delivered,22.611963,88.350175,2026-07-06 21:46:55
C042,S00900,Pineapple,Delhi,Hyderabad,3.02,84.3,1.41,86,Closed,In Transit,28.576918,77.176851,2026-07-09 15:52:55
C001,S00941,Banana,Chennai,Hyderabad,6.53,86.52,4.57,90,Closed,In Transit,13.062722,80.29738,2026-07-04 12:12:55
C046,S00044,Mango,Pune,Kolkata,7.54,94.36,1.41,77,Closed,In Transit,18.550229,73.868867,2026-07-04 23:39:55
C027,S00465,Pomegranate,Chennai,Bangalore,2.38,73.28,0.89,86,Closed,In Transit,13.035098,80.320345,2026-07-10 00:50:55
C032,S00940,Orange,Kolkata,Mumbai,6.02,84.67,0.87,93,Closed,Delivered,22.609505,88.367457,2026-07-06 16:38:55
C006,S00225,Banana,Mumbai,Kolkata,3.94,84.49,2.31,93,Closed,In Transit,19.059369,72.918825,2026-07-08 13:39:55
C094,S00296,Pomegranate,Kolkata,Ahmedabad,5.3,88.76,3.69,79,Closed,In Transit,22.569498,88.353098,2026-07-05 07:04:55
C057,S00711,Pineapple,Hyderabad,Bangalore,7.68,93.71,0.83,70,Open,In Transit,17.392786,78.496548,2026-07-06 16:24:55
C062,S00964,Grapes,Bangalore,Mumbai,2.5,89.84,1.31,76,Closed,In Transit,12.953826,77.617227,2026-07-05 09:40:55
C031,S00544,Strawberry,Mumbai,Chennai,5.29,73.58,1.68,94,Closed,In Transit,19.052691,72.864354,2026-07-06 11:43:55
C100,S00116,Kiwi,Bangalore,Ahmedabad,3.87,90.16,0.98,83,Closed,Unloading,13.006796,77.546829,2026-07-09 12:00:55
C036,S00789,Papaya,Kolkata,Hyderabad,4.39,72.13,2.31,82,Closed,Loading,22.592795,88.323967,2026-07-06 12:18:55
C062,S00346,Apple,Delhi,Ahmedabad,5.89,70.19,0.75,81,Closed,Unloading,28.648485,77.17401,2026-07-09 05:06:55
C093,S00482,Pomegranate,Chennai,Mumbai,2.8,80.68,3.02,79,Closed,Delivered,13.070033,80.281355,2026-07-08 15:55:55
C065,S00495,Papaya,Kolkata,Chennai,7.73,93.11,3.18,83,Open,Unloading,22.542121,88.336477,2026-07-06 22:26:55
C097,S00431,Apple,Kolkata,Bangalore,5.53,78.45,2.97,75,Closed,In Transit,22.611794,88.315442,2026-07-07 13:26:55
C063,S00638,Strawberry,Hyderabad,Delhi,4.48,82.51,4.75,97,Closed,Loading,17.338835,78.444334,2026-07-08 00:20:55
C058,S00304,Strawberry,Chennai,Ahmedabad,5.82,73.34,2.31,100,Closed,Loading,13.11891,80.246892,2026-07-10 10:32:55
C054,S00479,Pineapple,Hyderabad,Pune,7.51,92.27,1.11,89,Closed,Loading,17.34132,78.530023,2026-07-11 10:22:55
C066,S00336,Strawberry,Bangalore,Kolkata,6.83,70.89,1.46,84,Open,In Transit,13.001798,77.558891,2026-07-11 05:37:55
C100,S00880,Papaya,Pune,Delhi,4.45,88.62,2.77,79,Closed,In Transit,18.52683,73.848079,2026-07-10 20:03:55
C062,S00670,Apple,Bangalore,Pune,2.23,87.6,1.14,81,Closed,Delivered,12.947392,77.566281,2026-07-10 20:17:55
C035,S00255,Pineapple,Kolkata,Ahmedabad,6.52,93.24,0.08,86,Closed,In Transit,22.562632,88.410381,2026-07-09 01:51:55
C033,S00127,Banana,Bangalore,Delhi,3.51,81.95,1.49,90,Closed,In Transit,12.969815,77.602257,2026-07-09 05:54:55
C082,S00210,Pomegranate,Chennai,Delhi,3.38,94.69,2.31,70,Closed,Delivered,13.099598,80.265118,2026-07-09 12:12:55
C014,S00802,Pomegranate,Pune,Delhi,4.11,82.45,0.65,91,Closed,Delivered,18.557087,73.851385,2026-07-09 05:00:55
C014,S00186,Grapes,Delhi,Chennai,6.42,73.04,3.04,89,Closed,Loading,28.634515,77.242834,2026-07-08 14:33:55
C045,S00331,Banana,Delhi,Ahmedabad,5.78,76.79,2.43,100,Closed,Loading,28.57729,77.160139,2026-07-09 23:59:55
C080,S00663,Pomegranate,Mumbai,Bangalore,2.71,88.6,3.83,96,Closed,Loading,19.063781,72.834855,2026-07-10 08:07:55
C044,S00964,Strawberry,Chennai,Kolkata,3.88,70.03,1.22,98,Closed,Loading,13.048128,80.318477,2026-07-09 09:33:55
C084,S00263,Pomegranate,Mumbai,Bangalore,4.9,92.58,2.37,71,Closed,Unloading,19.104861,72.884369,2026-07-07 08:42:55
C049,S00508,Mango,Mumbai,Bangalore,5.59,76.16,1.58,72,Closed,Loading,19.027741,72.878672,2026-07-09 15:04:55
C009,S00939,Kiwi,Kolkata,Hyderabad,5.65,71.99,0.86,89,Closed,In Transit,22.57233,88.411758,2026-07-06 20:39:55
C012,S00515,Strawberry,Kolkata,Bangalore,6.59,91.78,0.78,96,Closed,In Transit,22.53854,88.330976,2026-07-09 11:54:55
C031,S00194,Orange,Mumbai,Delhi,7.31,83.88,2.51,91,Open,In Transit,19.067597,72.882143,2026-07-07 17:17:55
C048,S00574,Pomegranate,Pune,Mumbai,6.42,74.42,2.23,84,Closed,In Transit,18.505824,73.866038,2026-07-08 10:44:55
C088,S00807,Strawberry,Bangalore,Mumbai,2.27,72.76,0.16,78,Closed,In Transit,12.998906,77.548986,2026-07-09 14:41:55
C026,S00191,Kiwi,Bangalore,Pune,3.95,70.7,2.82,87,Closed,Loading,12.957247,77.573811,2026-07-10 09:17:55
C035,S00237,Mango,Bangalore,Delhi,4.99,70.56,4.81,99,Closed,In Transit,12.977604,77.612781,2026-07-04 12:21:55
C073,S00749,Grapes,Hyderabad,Delhi,3.76,81.59,0.37,98,Closed,In Transit,17.336805,78.507515,2026-07-11 03:00:55
C077,S00295,Grapes,Mumbai,Pune,5.48,82.31,2.47,93,Closed,Loading,19.098,72.879541,2026-07-07 02:17:55
C020,S00711,Papaya,Delhi,Bangalore,3.27,74.88,3.16,74,Closed,Delivered,28.66278,77.161918,2026-07-06 05:28:55
C057,S00032,Pomegranate,Ahmedabad,Kolkata,6.72,92.97,0.47,86,Closed,In Transit,23.068052,72.585944,2026-07-07 16:25:55
C062,S00534,Apple,Kolkata,Delhi,5.1,70.19,2.09,87,Closed,Delivered,22.592176,88.384347,2026-07-07 19:07:55
C001,S00217,Pomegranate,Bangalore,Ahmedabad,6.12,94.23,1.95,82,Closed,In Transit,12.97372,77.644313,2026-07-08 15:55:55
C059,S00256,Grapes,Pune,Kolkata,6.99,84.33,2.39,89,Closed,Delivered,18.557916,73.857213,2026-07-08 03:42:55
C060,S00149,Mango,Delhi,Mumbai,6.23,72.66,2.02,78,Closed,In Transit,28.620991,77.181414,2026-07-10 19:58:55
C046,S00588,Strawberry,Kolkata,Hyderabad,5.81,94.64,1.78,98,Closed,Delivered,22.601891,88.379735,2026-07-06 07:01:55
C011,S00013,Strawberry,Chennai,Ahmedabad,2.91,78.39,4.2,94,Closed,In Transit,13.080441,80.281076,2026-07-09 11:02:55
C070,S00979,Banana,Bangalore,Chennai,5.32,88.88,0.45,85,Closed,Delivered,13.011167,77.614257,2026-07-11 03:41:55
C005,S00182,Kiwi,Ahmedabad,Bangalore,3.75,78.5,0.52,70,Closed,Delivered,23.041165,72.575612,2026-07-07 09:11:55
C057,S00021,Pomegranate,Hyderabad,Chennai,3.03,78.02,0.99,92,Closed,In Transit,17.386239,78.484069,2026-07-05 10:20:55
C084,S00838,Pineapple,Hyderabad,Kolkata,3.66,83.74,1.06,94,Closed,In Transit,17.413465,78.496104,2026-07-08 17:55:55
C006,S00729,Mango,Hyderabad,Delhi,7.7,90.92,3.04,80,Closed,Delivered,17.370282,78.527874,2026-07-06 12:04:55
C077,S00053,Kiwi,Bangalore,Kolkata,5.24,94.5,3.05,75,Closed,In Transit,12.932459,77.545472,2026-07-04 14:05:55
C043,S00210,Grapes,Mumbai,Delhi,6.7,78.24,1.46,79,Closed,In Transit,19.069363,72.898779,2026-07-05 02:20:55
C058,S00336,Mango,Kolkata,Bangalore,2.73,83.84,3.11,95,Closed,In Transit,22.561146,88.407004,2026-07-04 13:57:55
C080,S00425,Pomegranate,Pune,Delhi,2.56,84.09,4.85,71,Closed,Delivered,18.568017,73.821827,2026-07-05 18:55:55
C033,S00867,Pineapple,Kolkata,Ahmedabad,3.49,72.5,4.56,72,Closed,Loading,22.604953,88.410056,2026-07-09 10:06:55
C097,S00621,Grapes,Hyderabad,Pune,7.81,88.53,3.71,92,Closed,In Transit,17.342089,78.45094,2026-07-10 16:09:55
C021,S00951,Pineapple,Chennai,Hyderabad,4.18,85.64,3.81,88,Open,In Transit,13.082661,80.279799,2026-07-06 16:13:55
C095,S00886,Grapes,Chennai,Pune,3.76,90.81,2.77,86,Closed,Unloading,13.073698,80.257473,2026-07-07 16:24:55
C082,S00919,Orange,Pune,Delhi,2.83,88.34,2.07,88,Closed,In Transit,18.533425,73.84929,2026-07-08 03:59:55
C052,S00376,Pomegranate,Chennai,Kolkata,6.78,92.5,1.67,84,Closed,In Transit,13.046684,80.320014,2026-07-07 00:41:55
C017,S00344,Apple,Bangalore,Delhi,7.84,80.94,1.65,97,Open,Delivered,12.985915,77.565464,2026-07-06 09:36:55
C004,S00545,Banana,Ahmedabad,Delhi,5.81,94.97,0.18,87,Closed,In Transit,23.013146,72.613417,2026-07-08 20:41:55
C063,S00150,Pomegranate,Kolkata,Hyderabad,7.81,79.63,3.96,95,Closed,In Transit,22.552421,88.340562,2026-07-06 02:22:55
C071,S00054,Kiwi,Chennai,Hyderabad,6.28,85.62,4.84,76,Closed,In Transit,13.110161,80.319716,2026-07-07 06:05:55
C022,S00403,Papaya,Ahmedabad,Bangalore,6.94,94.17,4.43,84,Closed,In Transit,23.068829,72.551277,2026-07-06 17:59:55
C068,S00126,Banana,Kolkata,Chennai,6.25,75.82,1.12,100,Closed,In Transit,22.622248,88.394844,2026-07-08 03:55:55
C034,S00974,Orange,Delhi,Pune,6.84,84.46,2.3,100,Closed,In Transit,28.591258,77.193246,2026-07-10 09:36:55
C013,S00132,Grapes,Kolkata,Ahmedabad,2.29,92.0,4.08,100,Closed,Delivered,22.595434,88.408531,2026-07-07 22:40:55
C065,S00695,Banana,Pune,Bangalore,3.02,87.36,3.03,98,Closed,In Transit,18.547344,73.83649,2026-07-10 04:56:55
C044,S00526,Orange,Pune,Delhi,2.03,88.66,0.93,75,Closed,In Transit,18.473683,73.892702,2026-07-04 12:17:55
C054,S00630,Strawberry,Pune,Chennai,4.24,86.13,0.73,79,Closed,Delivered,18.569795,73.832943,2026-07-07 13:05:55
C018,S00696,Banana,Pune,Hyderabad,2.18,84.7,1.19,100,Closed,In Transit,18.564142,73.830529,2026-07-05 07:33:55
C075,S00061,Pineapple,Kolkata,Chennai,4.08,73.38,0.15,85,Closed,In Transit,22.529957,88.335142,2026-07-08 01:25:55
C060,S00106,Kiwi,Ahmedabad,Mumbai,3.24,72.4,5.0,87,Closed,In Transit,23.024661,72.552573,2026-07-05 08:16:55
C005,S00660,Mango,Mumbai,Hyderabad,2.78,85.6,2.76,77,Closed,Delivered,19.070764,72.89153,2026-07-04 17:27:55
C032,S00178,Strawberry,Pune,Delhi,4.04,77.78,0.13,88,Closed,In Transit,18.486163,73.826222,2026-07-08 19:57:55
C025,S00401,Pineapple,Mumbai,Kolkata,2.4,91.11,1.09,99,Closed,In Transit,19.03717,72.898117,2026-07-05 21:41:55
C035,S00578,Banana,Hyderabad,Chennai,5.37,71.09,0.14,87,Closed,In Transit,17.39154,78.528889,2026-07-08 23:51:55
C037,S00358,Orange,Ahmedabad,Kolkata,2.01,84.31,4.02,70,Closed,Loading,23.006621,72.618197,2026-07-05 13:53:55
C073,S00684,Grapes,Ahmedabad,Chennai,4.99,88.3,1.64,95,Closed,In Transit,22.999153,72.557338,2026-07-09 15:12:55
C011,S00265,Orange,Delhi,Bangalore,7.53,72.43,0.2,75,Closed,In Transit,28.62999,77.196148,2026-07-08 07:35:55
C011,S00725,Apple,Hyderabad,Delhi,7.92,77.59,2.13,81,Closed,Loading,17.402707,78.505067,2026-07-06 07:48:55
C092,S00698,Mango,Bangalore,Chennai,2.81,73.52,0.44,71,Closed,In Transit,12.931699,77.580004,2026-07-07 11:19:55
C053,S00257,Mango,Bangalore,Delhi,4.16,71.59,4.07,79,Closed,Delivered,12.979321,77.579497,2026-07-09 12:51:55
C030,S00663,Mango,Pune,Mumbai,6.03,74.53,0.13,93,Closed,In Transit,18.567443,73.834102,2026-07-06 14:34:55
C059,S00484,Pineapple,Chennai,Ahmedabad,7.55,88.0,4.62,93,Closed,In Transit,13.04144,80.277943,2026-07-10 03:36:55
C012,S00552,Grapes,Delhi,Chennai,3.71,85.7,2.51,96,Closed,Delivered,28.594085,77.187725,2026-07-05 09:35:55
C041,S00629,Pomegranate,Bangalore,Kolkata,7.39,90.23,0.62,81,Closed,In Transit,13.013133,77.570641,2026-07-05 10:49:55
C006,S00540,Pomegranate,Hyderabad,Pune,7.59,88.18,3.45,80,Closed,In Transit,17.394571,78.49633,2026-07-08 07:21:55
C088,S00872,Kiwi,Chennai,Ahmedabad,3.22,70.82,2.11,79,Closed,In Transit,13.071078,80.280589,2026-07-07 01:52:55
C016,S00014,Banana,Hyderabad,Bangalore,4.14,75.88,1.16,89,Closed,In Transit,17.350098,78.472746,2026-07-05 03:22:55
C016,S00943,Kiwi,Pune,Ahmedabad,2.7,91.47,4.72,82,Closed,In Transit,18.492887,73.871973,2026-07-05 11:43:55
C039,S00876,Papaya,Delhi,Mumbai,6.88,90.54,0.39,80,Closed,Loading,28.65599,77.162265,2026-07-08 11:17:55
C083,S00745,Grapes,Hyderabad,Delhi,3.38,76.28,2.31,83,Closed,In Transit,17.371433,78.501363,2026-07-09 14:32:55
C098,S00891,Papaya,Pune,Kolkata,7.45,86.83,4.71,72,Open,In Transit,18.5119,73.871568,2026-07-09 22:52:55
C090,S00374,Grapes,Bangalore,Pune,7.34,77.53,3.47,89,Closed,In Transit,13.016345,77.600182,2026-07-06 01:04:55
C018,S00501,Orange,Chennai,Mumbai,7.92,92.89,2.68,90,Closed,Loading,13.074448,80.28035,2026-07-08 06:12:55
C094,S00529,Strawberry,Pune,Hyderabad,2.82,81.53,1.26,75,Closed,In Transit,18.48185,73.819298,2026-07-09 03:24:55
C040,S00280,Kiwi,Chennai,Ahmedabad,4.57,80.01,2.42,88,Closed,In Transit,13.069454,80.280405,2026-07-09 06:11:55
C088,S00228,Pomegranate,Bangalore,Delhi,6.7,85.96,1.33,92,Closed,In Transit,12.964692,77.594663,2026-07-06 02:06:55
C025,S00559,Kiwi,Delhi,Pune,5.04,94.06,0.62,83,Closed,In Transit,28.591341,77.205441,2026-07-07 10:19:55
C013,S00901,Pineapple,Hyderabad,Ahmedabad,5.74,83.08,2.13,72,Closed,In Transit,17.40861,78.441039,2026-07-05 03:00:55
C095,S00231,Orange,Pune,Hyderabad,7.06,92.61,3.74,91,Closed,Loading,18.474386,73.83685,2026-07-05 13:29:55
C031,S00502,Kiwi,Delhi,Ahmedabad,5.68,77.94,3.01,89,Closed,In Transit,28.602572,77.19354,2026-07-09 23:15:55
C079,S00627,Pineapple,Hyderabad,Pune,4.94,94.98,0.15,76,Closed,In Transit,17.398023,78.439834,2026-07-09 02:50:55
C065,S00718,Pineapple,Chennai,Kolkata,3.9,88.12,0.63,84,Closed,In Transit,13.074773,80.276601,2026-07-10 22:42:55
C091,S00567,Banana,Ahmedabad,Bangalore,3.28,90.55,0.72,97,Closed,In Transit,23.028108,72.613406,2026-07-04 16:24:55
C001,S00082,Grapes,Bangalore,Hyderabad,3.54,73.69,4.54,93,Closed,In Transit,12.972158,77.633877,2026-07-04 21:59:55
C021,S00028,Orange,Pune,Delhi,3.99,83.91,0.25,70,Closed,In Transit,18.549641,73.851271,2026-07-06 09:57:55
C054,S00473,Orange,Delhi,Pune,3.63,83.03,4.46,79,Closed,In Transit,28.609007,77.1836,2026-07-11 00:36:55
C033,S00552,Kiwi,Pune,Delhi,3.74,92.14,2.54,71,Closed,In Transit,18.555893,73.883148,2026-07-10 17:52:55
C078,S00165,Kiwi,Hyderabad,Chennai,4.08,80.31,3.15,93,Closed,Unloading,17.434806,78.479281,2026-07-11 02:27:55
C029,S00895,Pomegranate,Bangalore,Pune,2.81,83.14,0.97,85,Closed,Unloading,13.00429,77.546456,2026-07-05 17:41:55
C100,S00854,Mango,Ahmedabad,Kolkata,2.24,89.28,1.37,73,Closed,Delivered,22.975369,72.600581,2026-07-11 04:14:55
C022,S00437,Mango,Bangalore,Chennai,4.75,77.04,4.28,89,Closed,In Transit,13.007856,77.601193,2026-07-09 02:38:55
C087,S00342,Kiwi,Ahmedabad,Mumbai,3.31,94.9,0.5,92,Closed,Delivered,23.037523,72.575787,2026-07-04 19:59:55
C055,S00173,Grapes,Delhi,Kolkata,5.03,90.37,1.0,99,Closed,Loading,28.646086,77.213342,2026-07-09 09:50:55
C001,S00473,Pomegranate,Hyderabad,Bangalore,2.6,71.9,0.45,72,Closed,Delivered,17.373674,78.483802,2026-07-05 18:07:55
C074,S00214,Grapes,Delhi,Kolkata,2.94,94.75,3.04,81,Closed,In Transit,28.569472,77.248322,2026-07-05 12:52:55
C065,S00674,Orange,Chennai,Mumbai,3.48,70.12,0.45,92,Closed,Delivered,13.063607,80.288832,2026-07-04 15:41:55
C074,S00601,Banana,Mumbai,Delhi,6.15,77.45,2.16,87,Closed,Delivered,19.033451,72.918409,2026-07-08 17:10:55
C050,S00837,Pineapple,Mumbai,Ahmedabad,3.55,87.05,4.24,72,Closed,In Transit,19.035213,72.89286,2026-07-08 18:37:55
C079,S00750,Banana,Pune,Hyderabad,3.25,73.95,0.35,89,Closed,In Transit,18.516059,73.83396,2026-07-06 00:34:55
C014,S00382,Pomegranate,Kolkata,Mumbai,7.23,75.09,4.0,93,Closed,In Transit,22.578188,88.342832,2026-07-09 00:04:55
C048,S00106,Mango,Delhi,Bangalore,3.69,78.62,1.29,90,Closed,In Transit,28.612629,77.248764,2026-07-10 19:56:55
C019,S00241,Kiwi,Delhi,Kolkata,4.66,80.12,4.77,87,Closed,Unloading,28.56544,77.204263,2026-07-07 17:19:55
C037,S00230,Apple,Hyderabad,Chennai,4.87,84.69,2.26,71,Closed,Loading,17.350076,78.448595,2026-07-11 06:19:55
C069,S00805,Orange,Mumbai,Bangalore,6.08,83.47,4.38,75,Closed,Unloading,19.077248,72.890652,2026-07-10 00:02:55
C094,S00162,Banana,Bangalore,Ahmedabad,4.51,89.62,4.79,70,Closed,In Transit,12.955878,77.613433,2026-07-08 13:38:55
C076,S00464,Pineapple,Bangalore,Hyderabad,3.16,85.52,1.44,91,Closed,In Transit,12.956277,77.616843,2026-07-08 19:14:55
C050,S00437,Apple,Pune,Kolkata,3.86,82.82,2.58,94,Closed,In Transit,18.513416,73.895355,2026-07-06 13:25:55
C063,S00327,Pomegranate,Hyderabad,Pune,5.96,74.25,1.99,88,Closed,Unloading,17.411832,78.475105,2026-07-08 22:06:55
C079,S00723,Orange,Hyderabad,Chennai,3.05,70.17,3.21,86,Closed,Loading,17.372574,78.513449,2026-07-09 01:14:55
C090,S00107,Kiwi,Mumbai,Pune,4.52,78.91,0.01,91,Closed,In Transit,19.121832,72.864061,2026-07-07 22:08:55
C082,S00886,Pineapple,Bangalore,Mumbai,3.76,90.84,2.8,78,Open,In Transit,12.938074,77.630169,2026-07-05 02:11:55
C045,S00960,Apple,Kolkata,Hyderabad,5.75,76.33,0.66,72,Closed,In Transit,22.563501,88.390212,2026-07-07 02:33:55
C077,S00423,Apple,Delhi,Chennai,3.81,93.09,1.81,76,Closed,Unloading,28.597383,77.255086,2026-07-11 01:16:55
C012,S00556,Apple,Ahmedabad,Mumbai,5.36,91.86,0.87,99,Closed,Loading,23.065615,72.586873,2026-07-08 02:34:55
C029,S00107,Apple,Delhi,Chennai,7.76,85.86,0.73,75,Closed,In Transit,28.648969,77.221567,2026-07-05 22:35:55
C033,S00162,Apple,Bangalore,Pune,6.5,75.97,0.47,83,Open,Delivered,12.953066,77.626012,2026-07-10 14:29:55
C083,S00590,Orange,Hyderabad,Chennai,6.37,93.55,2.04,99,Closed,Unloading,17.430683,78.512306,2026-07-06 22:23:55
C064,S00840,Mango,Mumbai,Chennai,2.77,88.65,2.68,76,Closed,Unloading,19.061004,72.863081,2026-07-07 02:27:55
C074,S00337,Grapes,Hyderabad,Bangalore,5.39,78.83,2.13,95,Closed,Unloading,17.378197,78.456864,2026-07-10 00:57:55
C064,S00295,Orange,Delhi,Bangalore,5.6,81.3,4.13,93,Closed,Unloading,28.594374,77.245761,2026-07-08 12:54:55
C043,S00008,Pineapple,Kolkata,Chennai,5.09,85.72,0.58,75,Closed,Unloading,22.592361,88.319899,2026-07-06 00:05:55
C019,S00553,Grapes,Mumbai,Chennai,6.99,91.52,0.13,70,Closed,Loading,19.054069,72.902421,2026-07-04 20:52:55
C019,S00083,Papaya,Delhi,Mumbai,5.74,91.77,1.78,92,Closed,In Transit,28.649002,77.182926,2026-07-07 02:31:55
C079,S00175,Apple,Ahmedabad,Kolkata,3.37,75.46,4.68,75,Closed,In Transit,23.013957,72.620785,2026-07-10 12:13:55
C001,S00480,Pineapple,Pune,Kolkata,2.72,75.51,3.35,85,Closed,In Transit,18.487549,73.830503,2026-07-11 01:07:55
C020,S00891,Papaya,Kolkata,Chennai,7.3,90.45,3.74,86,Closed,In Transit,22.551531,88.393265,2026-07-10 07:21:55
C041,S00827,Pineapple,Hyderabad,Pune,7.18,70.34,1.57,98,Closed,In Transit,17.374085,78.475247,2026-07-07 16:07:55
C022,S00854,Papaya,Delhi,Kolkata,2.42,92.78,1.74,72,Closed,Delivered,28.590101,77.228195,2026-07-08 09:16:55
C061,S00828,Apple,Kolkata,Pune,4.0,72.67,4.28,98,Closed,Unloading,22.541649,88.363652,2026-07-10 19:13:55
C082,S00909,Mango,Mumbai,Ahmedabad,3.17,77.71,4.32,100,Open,Delivered,19.043406,72.84909,2026-07-05 02:31:55
C096,S00829,Kiwi,Bangalore,Ahmedabad,7.45,81.24,2.86,89,Closed,In Transit,12.944652,77.568192,2026-07-05 00:36:55
C047,S00864,Mango,Chennai,Mumbai,5.63,71.56,0.39,87,Closed,Unloading,13.098607,80.309986,2026-07-10 11:43:55
C078,S00369,Grapes,Mumbai,Pune,7.14,78.28,0.41,92,Closed,In Transit,19.0736,72.840091,2026-07-08 02:50:55
C008,S00102,Pineapple,Bangalore,Kolkata,3.99,75.09,0.37,88,Closed,Delivered,12.941184,77.567015,2026-07-10 00:27:55
C067,S00690,Banana,Kolkata,Mumbai,7.2,71.79,3.96,82,Closed,Loading,22.540927,88.400444,2026-07-08 11:32:55
C094,S00659,Banana,Bangalore,Mumbai,5.93,85.33,1.65,93,Closed,In Transit,12.950607,77.643099,2026-07-07 22:10:55
C094,S00969,Strawberry,Kolkata,Delhi,4.0,70.53,3.48,76,Closed,In Transit,22.600615,88.399639,2026-07-06 10:10:55
C011,S00476,Kiwi,Mumbai,Bangalore,3.56,82.0,4.11,98,Closed,In Transit,19.083956,72.850231,2026-07-05 08:39:55
C071,S00449,Pomegranate,Ahmedabad,Hyderabad,4.66,94.1,3.06,81,Closed,In Transit,23.07033,72.604402,2026-07-08 18:24:55
C094,S00810,Pomegranate,Mumbai,Kolkata,7.54,83.43,1.79,80,Closed,Loading,19.09542,72.858891,2026-07-08 04:40:55
C076,S00410,Orange,Mumbai,Kolkata,3.43,80.61,3.46,85,Closed,In Transit,19.058977,72.912218,2026-07-06 14:42:55
C027,S00301,Orange,Delhi,Ahmedabad,5.65,93.66,2.61,91,Closed,In Transit,28.659795,77.234513,2026-07-10 05:07:55
C090,S00041,Mango,Pune,Bangalore,6.68,84.91,3.86,84,Closed,Delivered,18.55974,73.82609,2026-07-05 14:56:55
C096,S00798,Banana,Pune,Delhi,3.32,85.36,0.71,84,Closed,In Transit,18.537164,73.832756,2026-07-07 18:52:55
C084,S00142,Banana,Delhi,Hyderabad,4.27,89.53,1.39,74,Closed,Unloading,28.568895,77.257953,2026-07-06 20:44:55
C066,S00643,Pineapple,Hyderabad,Pune,4.54,78.67,3.95,88,Closed,In Transit,17.344539,78.53641,2026-07-08 19:06:55
C022,S00575,Pomegranate,Mumbai,Delhi,6.97,75.33,4.89,93,Closed,In Transit,19.060666,72.875952,2026-07-07 21:51:55
C037,S00180,Mango,Ahmedabad,Kolkata,5.74,80.4,4.84,80,Closed,In Transit,22.990769,72.552212,2026-07-10 20:56:55
C053,S00793,Mango,Kolkata,Pune,2.28,93.8,4.94,70,Closed,Delivered,22.53673,88.38524,2026-07-09 00:47:55
C069,S00956,Papaya,Delhi,Ahmedabad,6.42,79.63,4.93,74,Closed,In Transit,28.591948,77.247777,2026-07-06 15:59:55
C059,S00807,Kiwi,Mumbai,Pune,7.18,90.96,3.27,91,Closed,In Transit,19.073045,72.893995,2026-07-05 02:50:55
C036,S00203,Pineapple,Bangalore,Hyderabad,7.33,84.15,2.65,90,Closed,In Transit,12.929765,77.613351,2026-07-08 01:33:55
